"region","species_name","cuid","cu_name_pse","exp","curr_spw","curr_spw_start_year","curr_spw_end_year","cu_enh_rank","psf_status","cosewic_status","cosewic_status_yr","wsp_status","wsp_status_yr","rollup_hi_pct","rollup_mod_pct","rollup_lo_pct"
"Central Coast","Lake sockeye",573,"Kooryet",NA,617,2016,2020,"None","poor",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",574,"Kunsoot River",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Central Coast","Lake sockeye",575,"Kwakwa Creek",NA,1130,2021,2021,"None","poor",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",576,"Lewis Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",577,"Limestone Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",578,"Lowe/Simpson/Weir",NA,3061,2017,2021,"None","poor",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",579,"Mary Cove Creek",NA,430,2015,2018,"Moderate","poor",NA,NA,NA,NA,NA,1,NA
"Central Coast","Lake sockeye",580,"Mcdonald Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",581,"Mcloughlin",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Central Coast","Lake sockeye",582,"Mikado",NA,3990,2015,2017,"None","good",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",583,"Monckton Inlet Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",584,"Namu",NA,3623,2017,2021,"None","good",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",585,"Port John",NA,542,2017,2021,"None","fair",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",586,"Powles Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",587,"Price Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",588,"Roderick",NA,302,2016,2020,"High","poor",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",589,"Ryan Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",590,"Salter",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",591,"Scoular/Kilpatrick",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",592,"Sheneeza Inlet",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",593,"Ship Point Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",594,"Spencer Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",595,"Stannard Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",596,"Talamoosa Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",597,"Tankeeah River",NA,2000,2020,2020,"High","fair",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",598,"Treneman Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",599,"Tsimtack/Moore/Roger",NA,1900,2017,2021,"None","fair",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",600,"Tuno Creek East",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",601,"Tuno Creek West",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",602,"Tyler Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",603,"Wale Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",604,"Watt Bay",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",605,"West Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",606,"Yaaklele Lagoon",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Central Coast","Lake sockeye",607,"Yeo",NA,735,2017,2021,"None","fair",NA,NA,NA,NA,1,NA,NA
"Central Coast","Pink (even)",608,"Hecate Lowlands (even)",NA,449484,2020,2020,"None","fair",NA,NA,NA,NA,0.043170141617246,0.159488876621409,0.797340981761345
"Central Coast","Pink (even)",609,"Hecate Strait-Fjords (even)",NA,11874814,2020,2020,"None","good",NA,NA,NA,NA,0.154996506228164,0.380727093350807,0.46427640042103
"Central Coast","Pink (odd)",610,"Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd)",NA,461427,2021,2021,"Low","good",NA,NA,NA,NA,0.387928487364102,0.504536586128604,0.107534926507294
"Central Coast","Pink (odd)",611,"Hecate Strait-Lowlands (odd)",NA,614739,2021,2021,"None","good",NA,NA,NA,NA,0.0532034032147425,0.157610092434099,0.789186504351158
"Central Coast","Pink (odd)",612,"Hecate Strait-Fjords (odd)",NA,1295152,2021,2021,"None","good",NA,NA,NA,NA,0.127025883843333,0.310446953370396,0.562527162786272
"Central Coast","River sockeye",613,"Rivers-Smith Inlets (river-type)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.775245386868716,0.224754613131284
"Central Coast","River sockeye",614,"Northern Coastal Fjords (river-type)",NA,2318,2018,2021,"None","poor",NA,NA,NA,NA,0.177798143426095,0.223323477944137,0.598878378629768
"Central Coast","River sockeye",615,"Northern Coastal Streams (river-type)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.020429284472527,0.300435887469738,0.679134828057735
"Fraser","Chum",701,"Lower Fraser",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.712584238597261,0.222738885630837,0.0646768757719013
"Fraser","Coho",704,"Lillooet",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.227627425709222,0.503734116932066,0.268638457358713
"Fraser","Coho",705,"Fraser Canyon",NA,4325,2020,2022,"Moderate","good","Threatened",2015,"Amber",2011,0.605751943865298,0.166962930966112,0.227285125168589
"Fraser","Coho",707,"Lower Thompson",NA,20738,2020,2022,"Moderate","good","Threatened",2015,"Amber_green",2011,0.665051772378361,0.281812087581329,0.0531361400403099
"Fraser","Coho",708,"South Thompson",NA,15367,2020,2022,"Moderate","good","Threatened",2015,"Amber",2011,0.54440945502177,0.406386014558316,0.0492045304199146
"Fraser","Coho",709,"North Thompson",NA,24558,2020,2022,"Moderate","good","Threatened",2015,"Amber_green",2011,0.655084493449863,0.262552804828711,0.0823627017214255
"Fraser","Pink (odd)",710,"Fraser River (odd)",NA,9542025,2023,2023,"Moderate","good",NA,NA,"Green",2023,0.626169765552453,0.307783038613509,0.0660471958340387
"Fraser","Lake sockeye",711,"Chilliwack-Early Summer (cyclic)",NA,4276,2019,2022,"None","poor","Not at risk",2015,"Amber_green",2014,0.205936138128242,0.670328171790401,0.123735690081357
"Fraser","Lake sockeye",712,"Cultus-Late",NA,233,2019,2022,"High","poor","Endangered",2015,"Red",2014,0.823300541978696,0.176699458021304,NA
"Fraser","Lake sockeye",713,"Harrison-Downstream Migrating-Late",NA,398,2019,2022,"None","poor","Special Concern",2015,"Amber_green",2014,0.164505273407533,0.320108161240551,0.515386565351915
"Fraser","Lake sockeye",714,"Harrison-Upstream Migrating-Late",NA,6248,2019,2022,"None","poor","Endangered",2015,"Red",2014,1,NA,NA
"Fraser","Lake sockeye",715,"Pitt-Early Summer",NA,10825,2019,2022,"High","fair","Not at risk",2015,"Green",2014,0.104443133662007,0.359085639872612,0.536471226465381
"Fraser","Lake sockeye",716,"Lillooet-Harrison-Late",NA,18559,2019,2022,"None","poor","Special Concern",2015,"Amber",2014,0.126023655152633,0.334960674442452,0.539015670404914
"Fraser","Lake sockeye",718,"Nahatlatch-Early Summer",NA,3004,2019,2022,"None","fair","Special Concern",2015,"Amber",2014,0.0487242818749927,0.203085804528674,0.748189913596333
"Fraser","Lake sockeye",719,"Anderson-Seton-Early Summer",NA,9246,2019,2022,"High","fair","Not at risk",2015,"Amber_green",2014,0.257214301530809,0.248917640231494,0.493868058237697
"Fraser","Lake sockeye",720,"Chilko-Early Summer",NA,48873,1986,1989,"None","good","Not at risk",2015,"Green",2014,NA,NA,1
"Fraser","Lake sockeye",721,"Chilko-Summer",NA,295505,2019,2022,"None","fair","Not at risk",2015,"Green",2014,NA,0.202770613773459,0.797229386226541
"Fraser","Lake sockeye",725,"Francois-Fraser-Summer",NA,74239,2019,2022,"Low","fair","Special Concern",2015,"Amber_green",2014,0.655697499217112,0.340084238132466,0.0042182626504223
"Fraser","Lake sockeye",727,"Nadina-Francois-Early Summer",NA,41381,2019,2022,"None","good","Not at risk",2015,"Amber_green",2014,0.655697499217112,0.340084238132466,0.0042182626504223
"Fraser","Lake sockeye",728,"Quesnel-Summer (cyclic)",NA,34957,2019,2022,"Moderate","poor","Endangered",2015,"Red_amber",2014,0.34759538208648,0.259760879756046,0.392643738157475
"Fraser","Lake sockeye",729,"Seton-Late (de novo)",NA,863,2019,2022,"None","poor","Endangered",2021,"Red",2014,0.257214301530809,0.248917640231494,0.493868058237697
"Fraser","Lake sockeye",731,"Takla-Trembleur-Stuart-Summer (cyclic)",NA,31079,2019,2022,"None","poor","Endangered",2015,"Red_amber",2014,0.322802890136607,0.403683238350989,0.273513871512403
"Fraser","Lake sockeye",732,"Takla-Trembleur-Early Stuart (cyclic)",NA,1377,2019,2022,"None","poor","Endangered",2015,"Red",2014,0.217956097328029,0.402645085949219,0.379398816722752
"Fraser","Lake sockeye",734,"Taseko-Early Summer",NA,534,2020,2022,"None","fair","Endangered",2015,"Red",2014,0.0296770029760776,0.35478608618057,0.615536910843352
"Fraser","Lake sockeye",735,"Bowron-Early Summer",NA,511,2019,2022,"None","poor","Endangered",2015,"Red",2014,NA,0.413944829110825,0.586055170889175
"Fraser","Lake sockeye",738,"Shuswap-Early Summer (cyclic)",NA,15729,2019,2022,"Low","poor","Not at risk",2015,"Amber",2014,0.456475579238637,0.281179425665547,0.262344995095816
"Fraser","Lake sockeye",739,"Shuswap-Late (cyclic)",NA,7519,2019,2022,"None","poor","Not at risk",2015,"Amber_green",2014,0.456475579238637,0.281179425665547,0.262344995095816
"Fraser","Lake sockeye",740,"Kamloops-Early Summer",NA,4071,2019,2022,"None","poor","Special Concern",2015,"Amber",2014,0.464626101066172,0.279812877574879,0.255561021358949
"Fraser","River sockeye",742,"Widgeon (river-type)",NA,186,2019,2022,"None","fair","Threatened",2015,"Red",2014,NA,1,NA
"Fraser","River sockeye",745,"Harrison River (river-type)",NA,26834,2019,2022,"None","fair","Not at risk",2015,"Green",2014,1,NA,NA
"Fraser","Coho",749,"Interior Fraser",NA,10861,2020,2022,"None","good","Threatened",2015,"Amber",2011,0.453575344589651,0.303769518607916,0.242655136802433
"Fraser","Coho",750,"Lower Fraser",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.775127282317306,0.191443596302243,0.0334291213804505
NA,NA,751,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA
"Fraser","Lake sockeye",752,"North Barriere-Early Summer (de novo)",NA,1249,2019,2022,"None","poor","Threatened",2021,"Red",2014,0.491565012431546,0.464032123399867,0.0444028641685867
"Fraser","Lake sockeye",753,"Fraser-Early Summer",NA,NA,NA,NA,"None","data-deficient","Endangered",2021,NA,NA,0.660300137032851,0.33553799007616,0.00416187289098864
NA,NA,754,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,755,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Chum",900,"Southern Coastal Streams",NA,2602,2015,2018,"Low","fair",NA,NA,NA,NA,0.217509486778317,0.566212310090741,0.216278203130942
"Vancouver Island & Mainland Inlets","Chum",901,"Bute Inlet",NA,39478,2015,2018,"Moderate","good",NA,NA,NA,NA,NA,0.528542692144671,0.471457307855329
"Vancouver Island & Mainland Inlets","Chum",902,"Loughborough",NA,13120,2015,2018,"Low","poor",NA,NA,NA,NA,0.495458156246599,0.378881201542088,0.125660642211313
"Vancouver Island & Mainland Inlets","Chum",903,"Northeast Vancouver Island",NA,9763,2015,2018,"Moderate","poor",NA,NA,NA,NA,0.464827486358409,0.439840669940089,0.0953318437015016
"Vancouver Island & Mainland Inlets","Chum",904,"Georgia Strait",NA,649252,2015,2018,"Moderate","good",NA,NA,NA,NA,0.685848787281414,0.207598087918544,0.106553124800041
"Vancouver Island & Mainland Inlets","Chum",905,"Howe Sound-Burrard Inlet",NA,368983,2015,2018,"Moderate","good",NA,NA,NA,NA,0.555581715392405,0.34841858914754,0.0959996954600553
"Fraser","Coho",906,"Boundary Bay",NA,NA,NA,NA,"High","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Coho",907,"Howe Sound-Burrard Inlet",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.574969729721591,0.323461776454408,0.101568493824
"Vancouver Island & Mainland Inlets","Coho",908,"Georgia Strait Mainland",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.452961863263891,0.244775703803982,0.302262432932127
"Vancouver Island & Mainland Inlets","Coho",909,"Southern Coastal Streams-Queen Charlotte Strait-Johnstone Strait-Southern Fjords",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.283146266463028,0.427088193826508,0.289765539710463
"Vancouver Island & Mainland Inlets","Coho",910,"East Vancouver Island-Georgia Strait",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.648710958389981,0.280514746561792,0.0707742950482268
"Vancouver Island & Mainland Inlets","Coho",911,"East Vancouver Island-Johnstone Strait-Southern Fjords",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.431311008674441,0.496661485704277,0.0720275056212812
"Vancouver Island & Mainland Inlets","Coho",912,"Nahwitti Lowland",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.498609073761204,0.40260595358439,0.0987849726544056
"Vancouver Island & Mainland Inlets","Coho",913,"Juan de Fuca-Pachena",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.442173984085334,0.504287253123364,0.053538762791302
"Vancouver Island & Mainland Inlets","Coho",914,"West Vancouver Island",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.529063697380043,0.348001884754415,0.122934417865542
"Vancouver Island & Mainland Inlets","Coho",915,"Clayoquot",NA,NA,NA,NA,"Moderate","data-deficient",NA,NA,NA,NA,0.32534342461844,0.213238099412424,0.461418475969136
"Vancouver Island & Mainland Inlets","Coho",916,"Homathko-Klinaklini Rivers",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.275353288545351,0.724646711454648
"Vancouver Island & Mainland Inlets","Pink (even)",917,"Georgia Strait (even)",NA,152684,2018,2018,"Moderate","fair",NA,NA,NA,NA,0.511868343989678,0.325568923737141,0.162562732273181
"Vancouver Island & Mainland Inlets","Pink (even)",918,"West Vancouver Island (even)",NA,NA,NA,NA,"Low","data-deficient",NA,NA,NA,NA,0.650206292100464,0.285547757086069,0.0642459508134672
"Vancouver Island & Mainland Inlets","Pink (even)",919,"Northwest Vancouver Island (even)",NA,NA,NA,NA,"Low","data-deficient",NA,NA,NA,NA,0.603789490664656,0.353194637439281,0.0430158718960634
"Vancouver Island & Mainland Inlets","Pink (even)",920,"Southern Fjords (even)",NA,575090,2018,2018,"Moderate","fair",NA,NA,NA,NA,0.316566658287975,0.471288637120103,0.212144704591922
"Vancouver Island & Mainland Inlets","Pink (odd)",921,"East Howe Sound-Burrard Inlet (odd)",NA,110104,2019,2019,"Moderate","good",NA,NA,NA,NA,0.56809863244047,0.43190136755953,NA
"Vancouver Island & Mainland Inlets","Pink (odd)",922,"Georgia Strait (odd)",NA,1296234,2019,2019,"Moderate","good",NA,NA,NA,NA,0.500927663466539,0.299188486049366,0.199883850484095
"Vancouver Island & Mainland Inlets","Pink (odd)",923,"East Vancouver Island-Johnstone Strait (odd)",NA,108129,2019,2019,"Moderate","good",NA,NA,NA,NA,0.713424517728638,0.258376016917753,0.0281994653536086
"Vancouver Island & Mainland Inlets","Pink (odd)",924,"Nahwitti (odd)",NA,8272,2019,2019,"Moderate","poor",NA,NA,NA,NA,0.450406048166167,0.469441128747138,0.0801528230866948
"Vancouver Island & Mainland Inlets","Pink (odd)",925,"West Vancouver Island (odd)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.650206292100463,0.285547757086069,0.0642459508134672
"Vancouver Island & Mainland Inlets","Pink (odd)",926,"Southern Fjords (odd)",NA,8383,2019,2019,"None","poor",NA,NA,NA,NA,0.301342931639105,0.380271781602205,0.31838528675869
"Vancouver Island & Mainland Inlets","Lake sockeye",927,"Fulmore",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",928,"Heydon",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",929,"Kakweiken",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.1837143725018,0.8162856274982
"Vancouver Island & Mainland Inlets","Lake sockeye",930,"Loose",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",931,"Mackenzie",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",932,"Phillips",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.353995833574313,0.646004166425687
"Vancouver Island & Mainland Inlets","Lake sockeye",933,"Sakinaw",NA,73,2014,2018,"High","poor","Endangered",2012,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",935,"Tzoonie",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
NA,NA,936,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",937,"Ida-Bonanza",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.460555748837769,0.539444251162231,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",938,"Nahwitti",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.305596739545527,0.567439352878932,0.126963907575542
"Vancouver Island & Mainland Inlets","Lake sockeye",939,"Nimpkish",NA,70324,2013,2017,"Low","good",NA,NA,NA,NA,0.147993044995476,0.722184199123755,0.12982275588077
"Vancouver Island & Mainland Inlets","Lake sockeye",941,"Quatse",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.747346270945052,0.252653729054948,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",942,"Schoen",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.33424612394237,0.66575387605763
"Vancouver Island & Mainland Inlets","Lake sockeye",943,"Shushartie",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",944,"Woss",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.463457821013563,0.536542178986437
"Vancouver Island & Mainland Inlets","Lake sockeye",945,"Alice",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.522180126493322,0.333160128518487,0.144659744988191
"Vancouver Island & Mainland Inlets","Lake sockeye",946,"Canoe Creek",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",947,"Cecilia",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",948,"Cheewat",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",949,"Clayoquot",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",950,"Deserted",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",951,"Fairy",NA,NA,NA,NA,"Low","data-deficient",NA,NA,NA,NA,0.230126872715462,0.737095321578229,0.0327778057063091
"Vancouver Island & Mainland Inlets","Lake sockeye",952,"Great Central",NA,96155,2016,2020,"None","fair",NA,NA,NA,NA,0.297791765188403,0.509455442973259,0.192752791838338
"Vancouver Island & Mainland Inlets","Lake sockeye",953,"Henderson",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.341958607635324,0.658041392364676,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",954,"Hesquiat",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,0.586502086232826,0.413497913767174
"Vancouver Island & Mainland Inlets","Lake sockeye",955,"Hobiton",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",956,"Jansen",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",957,"Kanim",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",958,"Kennedy",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.412186527047633,0.428265215943942,0.159548257008425
"Vancouver Island & Mainland Inlets","Lake sockeye",959,"Maggie",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.509514521050482,0.490485478949518,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",960,"Megin",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",961,"Muchalat",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.322092113429979,0.555971095689394,0.121936790880627
"Vancouver Island & Mainland Inlets","Lake sockeye",962,"Muriel",NA,NA,NA,NA,"Low","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",963,"Nitinat",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.353152218947364,0.565337754441749,0.081510026610887
"Vancouver Island & Mainland Inlets","Lake sockeye",964,"O'Connell",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",966,"Park River",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,1,NA,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",967,"Power",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,NA,1
"Vancouver Island & Mainland Inlets","Lake sockeye",969,"Sproat",NA,179943,2016,2020,"None","good",NA,NA,NA,NA,0.486208504249419,0.513791495750581,NA
"Vancouver Island & Mainland Inlets","Lake sockeye",970,"William-Brink",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","River sockeye",971,"Southern Fjords (river-type)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.377529699933598,0.387993212076792,0.23447708798961
"Vancouver Island & Mainland Inlets","River sockeye",972,"West Vancouver Island (river-type)",NA,NA,NA,NA,"Low","data-deficient",NA,NA,NA,NA,0.469771701322612,0.364256606966954,0.165971691710433
"Vancouver Island & Mainland Inlets","River sockeye",973,"East Vancouver Island & Georgia Strait (river-type)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.433870697604491,0.462010274312342,0.104119028083167
"Vancouver Island & Mainland Inlets","River sockeye",974,"NW Vancouver Island (river-type)",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.58088423172946,0.30948224631945,0.10963352195109
"Vancouver Island & Mainland Inlets","Lake sockeye",976,"Vernon",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,NA,1,NA
"Vancouver Island & Mainland Inlets","Chum",977,"Northwest Vancouver Island",NA,74201,2012,2015,"Moderate","good",NA,NA,NA,NA,0.636893844278345,0.302314187278855,0.0607919684428001
"Vancouver Island & Mainland Inlets","Chum",978,"Southwest & West Vancouver Island",NA,180277,2012,2015,"Moderate","good",NA,NA,NA,NA,0.519664977903962,0.296193396552288,0.184141625543751
"Vancouver Island & Mainland Inlets","Chum",979,"Upper Knight",NA,2709,2000,2003,"None","fair",NA,NA,NA,NA,NA,0.216765584204387,0.783234415795613
"Columbia","Lake sockeye",1300,"Osoyoos",NA,32451,2019,2022,"None","good",NA,NA,"Amber",2023,0.964204647969037,0.0357953520309632,NA
"Haida Gwaii","Chum",800,"North Haida Gwaii-Stanley Creek",NA,311,2006,2010,"None","fair",NA,NA,NA,NA,NA,1,NA
"Haida Gwaii","Chum",801,"East Haida Gwaii",NA,32215,2017,2021,"Low","poor",NA,NA,NA,NA,0.294463383236109,0.323485351699059,0.382051265064832
"Haida Gwaii","Chum",802,"North Haida Gwaii",NA,8670,2015,2019,"None","poor",NA,NA,NA,NA,0.821996465977598,0.0824482765132405,0.0955552575091613
"Haida Gwaii","Chum",803,"West Haida Gwaii",NA,42474,2017,2021,"Low","fair",NA,NA,NA,NA,0.0294995816738088,0.256955309326363,0.713545108999828
"Haida Gwaii","Chum",804,"Skidegate",NA,47349,2017,2021,"Moderate","fair",NA,NA,NA,NA,0.580028065842715,0.147425475902999,0.272546458254286
"Haida Gwaii","Chinook",805,"North Haida Gwaii",NA,6488,2002,2006,"Moderate","good",NA,NA,NA,NA,0.759835191905428,0.134452238661296,0.105712569433276
"Haida Gwaii","Chinook",806,"East Haida Gwaii",NA,NA,NA,NA,"None","data-deficient",NA,NA,NA,NA,0.318865654313918,0.621218967576213,0.0599153781098686
"Haida Gwaii","Coho",807,"East Haida Gwaii",NA,30732,2019,2021,"Moderate","poor",NA,NA,NA,NA,0.352137576984484,0.310742347061176,0.33712007595434
"Haida Gwaii","Coho",808,"West Haida Gwaii",NA,14406,2018,2020,"Low","good",NA,NA,NA,NA,0.0448632627721421,0.285518297361693,0.669618439866166
"Haida Gwaii","Coho",809,"Haida Gwaii-Graham Island Lowlands",NA,69362,2017,2019,"Moderate","poor",NA,NA,NA,NA,0.573151084849864,0.143426687229558,0.283422227920578
"Haida Gwaii","Pink (even)",810,"North Haida Gwaii (even)",NA,1376401,2020,2020,"None","good",NA,NA,NA,NA,0.716186187142308,0.151531457653942,0.132282355203751
"Haida Gwaii","Pink (even)",811,"East Haida Gwaii (even)",NA,1041460,2020,2020,"Low","good",NA,NA,NA,NA,0.324671512803223,0.319119999205152,0.356208487991625
"Haida Gwaii","Pink (even)",812,"West Haida Gwaii (even)",NA,16773,2020,2020,"None","poor",NA,NA,NA,NA,0.0539188684228719,0.343149886042772,0.602931245534356
